student_id,cgpa,coding_score,technical_skill_count,segment_code,segment_name,assignment_rule
S0904,6.1,70.43,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0905,5.52,66.34,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0906,7.73,73.37,5,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0907,6.53,50.97,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0908,7.34,97.71,3,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0909,6.38,65.35,5,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0910,6.85,69.34,6,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0911,6.28,55.44,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0912,8.26,70.55,4,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0913,5.32,67.1,5,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0914,7.9,83.4,3,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0915,7.99,76.14,4,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0916,6.38,87.33,3,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0917,6.84,63.0,1,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0918,4.61,89.88,6,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S0919,6.46,78.73,2,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0920,8.75,89.02,4,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0921,7.35,77.04,5,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S0922,7.66,80.12,3,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0923,6.07,50.3,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0924,9.23,75.7,4,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0925,6.91,73.74,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0926,7.52,68.68,4,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0927,7.24,57.56,2,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0928,6.83,79.74,5,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S0929,8.24,74.41,4,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0930,6.37,72.78,6,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0931,8.05,80.57,3,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0932,8.64,78.71,3,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0933,8.08,63.76,5,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0934,7.34,68.96,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0935,5.43,68.35,3,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0936,7.54,84.87,3,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0937,6.64,54.51,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0938,6.17,75.73,5,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S0939,8.15,93.0,3,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0940,8.25,76.28,4,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0941,5.91,61.85,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0942,6.86,54.28,2,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0943,6.66,67.74,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0944,9.85,84.06,4,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0945,5.6,87.63,5,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S0946,7.51,87.13,6,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0947,7.83,75.72,4,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0948,7.99,67.0,3,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0949,8.09,98.5,6,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0950,7.87,84.13,6,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0951,8.42,67.46,4,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0952,8.15,91.29,5,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0953,5.84,71.59,2,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0954,7.73,98.5,5,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0955,5.6,76.15,3,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0956,9.33,92.38,7,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0957,8.96,80.84,5,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0958,6.76,82.78,4,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S0959,5.6,73.46,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0960,5.45,60.15,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0961,6.72,89.61,5,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S0962,8.4,97.66,5,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0963,6.63,64.17,5,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0964,6.46,42.98,5,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0965,6.8,67.76,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0966,7.67,87.61,3,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0967,5.98,53.76,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0968,7.57,85.7,5,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0969,7.33,76.09,2,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0970,8.35,79.79,3,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0971,5.57,70.67,3,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0972,7.56,71.15,3,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0973,9.01,70.34,6,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0974,7.48,95.0,4,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S0975,7.04,86.12,5,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S0976,4.66,74.14,2,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0977,6.23,55.11,3,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0978,6.81,83.58,3,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0979,5.95,83.8,4,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S0980,6.04,41.02,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0981,6.21,71.88,3,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0982,5.78,67.95,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0983,7.31,71.81,6,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0984,6.68,91.29,5,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S0985,8.5,64.55,2,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0986,7.1,57.86,2,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0987,6.24,61.05,3,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0988,8.65,75.8,4,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0989,8.75,78.96,5,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0990,6.74,85.17,5,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S0991,7.41,85.96,4,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S0992,6.31,67.14,2,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0993,7.34,91.08,5,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S0994,8.07,98.5,4,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0995,8.57,79.63,2,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0996,6.3,58.18,5,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0997,6.87,84.83,6,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S0998,6.21,66.78,3,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0999,9.85,75.95,5,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S1000,4.63,72.3,5,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S1001,8.56,49.85,5,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S1002,6.21,77.37,3,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S1003,7.47,80.25,5,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S1004,6.16,53.84,3,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S1005,7.27,84.5,5,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S1006,9.85,82.41,5,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S1007,7.98,77.75,4,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S1008,8.54,82.54,0,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S1009,8.14,75.64,4,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S1010,7.82,77.54,6,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S1011,8.69,82.31,5,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S1012,6.52,56.34,5,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S1013,7.49,90.32,2,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S1014,8.95,58.35,5,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S1015,6.41,79.43,6,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S1016,5.94,79.9,3,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S1017,6.56,74.97,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S1018,8.3,81.46,5,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S1019,6.25,67.57,3,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S1020,6.83,56.91,2,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S1021,7.42,47.05,5,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S1022,8.5,72.43,4,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S1023,7.1,66.85,2,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S1024,7.12,78.51,5,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S1025,8.32,82.79,5,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S1026,6.71,71.77,2,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S1027,7.14,87.36,5,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S1028,9.47,91.13,5,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S1029,5.98,79.64,4,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S1030,5.62,64.38,5,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S1031,7.7,86.36,4,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S1032,9.3,65.51,5,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S1033,6.15,76.51,6,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S1034,7.03,59.83,3,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S1035,9.48,68.16,5,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S1036,8.32,63.95,6,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S1037,6.93,67.9,5,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S1038,6.83,55.21,3,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S1039,9.04,63.62,1,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S1040,6.39,94.92,5,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S1041,6.84,62.88,6,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S1042,6.71,86.28,4,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S1043,8.19,71.39,5,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S1044,6.99,77.71,1,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S1045,7.34,68.95,6,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S1046,8.75,66.37,5,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S1047,8.96,76.47,4,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S1048,7.42,77.1,3,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S1049,6.98,78.62,3,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S1050,7.01,62.47,6,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S1051,6.98,75.36,6,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S1052,5.09,59.65,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S1053,8.27,92.07,2,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S1054,8.74,62.15,5,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S1055,7.26,87.93,7,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S1056,7.66,58.0,4,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S1057,5.87,73.6,3,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S1058,8.01,90.14,2,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S1059,7.8,67.8,5,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S1060,7.37,83.19,5,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S1061,9.85,82.05,5,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S1062,7.75,72.45,3,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S1063,6.98,78.06,4,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S1064,4.52,66.68,6,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S1065,9.04,87.43,4,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S1066,7.27,76.3,5,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S1067,5.78,89.41,6,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S1068,7.63,63.74,3,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S1069,7.49,54.28,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S1070,7.31,79.63,5,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S1071,9.43,80.98,6,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S1072,6.65,77.71,4,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S1073,7.23,72.14,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S1074,8.53,90.31,4,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S1075,6.09,88.77,4,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S1076,9.23,72.83,3,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S1077,9.7,82.74,4,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S1078,9.36,95.06,4,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S1079,7.1,53.28,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S1080,8.16,68.47,3,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S1081,7.28,84.63,3,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S1082,7.64,98.06,1,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S1083,7.12,57.41,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S1084,8.96,98.5,6,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S1085,5.6,71.1,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S1086,7.85,60.16,6,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S1087,6.6,52.94,1,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S1088,6.73,81.01,4,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S1089,6.81,89.55,5,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S1090,6.17,62.97,2,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S1091,7.7,66.81,3,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S1092,6.31,88.46,5,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S1093,5.97,57.05,6,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S1094,7.63,98.5,5,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S1095,4.8,53.21,3,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S1096,6.16,74.42,6,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S1097,7.98,98.5,5,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S1098,7.86,65.78,2,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S1099,7.5,81.91,3,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S1100,5.68,81.4,2,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S1101,9.01,86.78,2,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S1102,8.58,78.91,5,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S1103,8.05,83.9,2,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S1104,7.52,93.47,5,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S1105,9.39,89.94,4,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S1106,8.3,77.64,6,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S1107,7.38,72.06,6,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S1108,7.25,66.07,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S1109,6.17,47.11,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S1110,8.31,84.07,3,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S1111,8.77,65.01,5,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S1112,6.58,60.67,6,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S1113,9.85,61.32,1,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S1114,7.33,67.3,2,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S1115,6.32,59.45,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S1116,8.38,64.78,6,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S1117,7.47,78.84,7,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S1118,8.56,82.54,5,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S1119,9.63,83.99,4,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S1120,7.89,95.22,4,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S1121,8.06,80.37,3,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S1122,6.13,55.37,3,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S1123,5.38,64.77,3,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S1124,7.4,68.14,3,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S1125,8.17,78.46,5,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S1126,8.18,87.62,2,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S1127,6.64,67.11,5,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S1128,6.38,77.73,4,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
