student_id,branch,cgpa,coding_score,aptitude_score,communication_score,projects,internships,cgpa_band,coding_score_band,aptitude_score_band,communication_score_band,technical_skill_count,skill_gap_count,missing_skills
S0160,EEE,6.09,76.29,79.14,80.98,3,0,2. 6.0 – 6.99,3. 65 – 79,3. 65 – 79,4. 80 – 89,2,5,Python; SQL; DSA; Cloud; Cybersecurity
S0161,ME,7.36,75.08,72.29,83.72,2,2,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,4. 80 – 89,4,3,DSA; Cloud; Cybersecurity
S0162,CE,8.29,80.05,83.62,66.51,0,1,4. 8.0 – 8.99,4. 80 – 89,4. 80 – 89,3. 65 – 79,5,2,Power BI; Cybersecurity
S0163,CSE,6.35,69.58,65.45,84.51,1,1,2. 6.0 – 6.99,3. 65 – 79,3. 65 – 79,4. 80 – 89,5,2,Power BI; Cloud
S0164,CE,6.47,66.24,52.25,80.14,4,0,2. 6.0 – 6.99,3. 65 – 79,2. 50 – 64,4. 80 – 89,3,4,Power BI; DSA; Cloud; Cybersecurity
S0165,IT,6.01,61.09,70.15,59.88,2,0,2. 6.0 – 6.99,2. 50 – 64,3. 65 – 79,2. 50 – 64,5,2,Power BI; DSA
S0166,ECE,6.93,66.1,56.06,96.0,0,1,2. 6.0 – 6.99,3. 65 – 79,2. 50 – 64,5. 90 – 100,1,6,Python; SQL; Power BI; DSA; Cloud; Cybersecurity
S0167,CSE,7.97,74.39,69.31,96.0,1,5,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,5. 90 – 100,5,2,Cloud; Cybersecurity
S0168,CSE,9.52,87.29,82.86,79.36,2,2,5. 9.0 – 10.0,4. 80 – 89,4. 80 – 89,3. 65 – 79,4,3,DSA; Cloud; Cybersecurity
S0169,CSE,6.65,74.16,56.6,96.0,2,1,2. 6.0 – 6.99,3. 65 – 79,2. 50 – 64,5. 90 – 100,3,4,Python; Power BI; Cloud; Cybersecurity
S0170,ECE,6.72,65.47,83.24,91.93,0,0,2. 6.0 – 6.99,3. 65 – 79,4. 80 – 89,5. 90 – 100,2,5,Python; SQL; Power BI; Cloud; Cybersecurity
S0171,CSE,6.41,77.35,70.7,90.8,4,1,2. 6.0 – 6.99,3. 65 – 79,3. 65 – 79,5. 90 – 100,4,3,SQL; Excel; Cybersecurity
S0172,ECE,6.73,68.82,66.39,69.64,3,3,2. 6.0 – 6.99,3. 65 – 79,3. 65 – 79,3. 65 – 79,7,0,None
S0173,CSE,6.18,59.7,80.96,63.33,1,0,2. 6.0 – 6.99,2. 50 – 64,4. 80 – 89,2. 50 – 64,6,1,Cloud
S0174,EEE,7.63,53.57,81.74,69.59,1,1,3. 7.0 – 7.99,2. 50 – 64,4. 80 – 89,3. 65 – 79,5,2,Cloud; Cybersecurity
S0175,CSE,8.65,90.29,65.22,75.98,4,4,4. 8.0 – 8.99,5. 90 – 100,3. 65 – 79,3. 65 – 79,6,1,Cybersecurity
S0176,IT,9.09,59.44,89.95,71.14,1,1,5. 9.0 – 10.0,2. 50 – 64,4. 80 – 89,3. 65 – 79,5,2,Cloud; Cybersecurity
S0177,IT,7.79,74.38,71.41,96.0,3,0,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,5. 90 – 100,6,1,Cloud
S0178,IT,7.14,56.29,79.82,80.33,0,0,3. 7.0 – 7.99,2. 50 – 64,3. 65 – 79,4. 80 – 89,4,3,DSA; Cloud; Cybersecurity
S0179,ECE,6.72,77.62,70.15,50.25,1,2,2. 6.0 – 6.99,3. 65 – 79,3. 65 – 79,2. 50 – 64,4,3,SQL; Power BI; Cybersecurity
S0180,CSE,6.97,55.69,78.11,74.63,1,1,2. 6.0 – 6.99,2. 50 – 64,3. 65 – 79,3. 65 – 79,4,3,Python; DSA; Cybersecurity
S0181,ME,8.04,92.02,76.72,72.22,3,0,4. 8.0 – 8.99,5. 90 – 100,3. 65 – 79,3. 65 – 79,3,4,SQL; Power BI; Cloud; Cybersecurity
S0182,ECE,8.26,85.4,69.66,79.18,1,4,4. 8.0 – 8.99,4. 80 – 89,3. 65 – 79,3. 65 – 79,4,3,Power BI; DSA; Cybersecurity
S0183,IT,5.49,67.8,71.52,89.66,2,1,1. < 6.0,3. 65 – 79,3. 65 – 79,4. 80 – 89,5,2,SQL; Power BI
S0184,CSE,6.08,58.5,44.67,82.33,1,0,2. 6.0 – 6.99,2. 50 – 64,1. < 50,4. 80 – 89,7,0,None
S0185,EEE,9.4,87.4,87.13,91.19,2,2,5. 9.0 – 10.0,4. 80 – 89,4. 80 – 89,5. 90 – 100,6,1,DSA
S0186,IT,5.93,72.53,69.61,72.86,3,2,1. < 6.0,3. 65 – 79,3. 65 – 79,3. 65 – 79,6,1,Cybersecurity
S0187,ME,6.66,70.35,51.59,40.34,0,0,2. 6.0 – 6.99,3. 65 – 79,2. 50 – 64,1. < 50,2,5,Python; Power BI; DSA; Cloud; Cybersecurity
S0188,IT,9.45,90.06,71.44,85.0,2,1,5. 9.0 – 10.0,5. 90 – 100,3. 65 – 79,4. 80 – 89,5,2,Cloud; Cybersecurity
S0189,IT,7.77,86.44,70.68,70.68,1,0,3. 7.0 – 7.99,4. 80 – 89,3. 65 – 79,3. 65 – 79,7,0,None
S0190,ECE,7.32,61.18,75.49,77.4,4,1,3. 7.0 – 7.99,2. 50 – 64,3. 65 – 79,3. 65 – 79,2,5,Python; SQL; Power BI; Cloud; Cybersecurity
S0191,ECE,7.56,72.03,51.16,65.7,3,1,3. 7.0 – 7.99,3. 65 – 79,2. 50 – 64,3. 65 – 79,2,5,Python; Excel; Power BI; Cloud; Cybersecurity
S0192,ECE,6.54,68.63,74.08,69.91,3,1,2. 6.0 – 6.99,3. 65 – 79,3. 65 – 79,3. 65 – 79,3,4,Python; Power BI; DSA; Cybersecurity
S0193,ME,6.02,61.26,69.38,82.55,2,0,2. 6.0 – 6.99,2. 50 – 64,3. 65 – 79,4. 80 – 89,4,3,DSA; Cloud; Cybersecurity
S0194,ECE,6.65,65.86,64.3,78.83,2,0,2. 6.0 – 6.99,3. 65 – 79,2. 50 – 64,3. 65 – 79,5,2,Cloud; Cybersecurity
S0195,IT,7.01,79.65,67.09,72.24,0,1,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,3. 65 – 79,5,2,Excel; Cybersecurity
S0196,ECE,8.04,49.48,81.89,92.06,2,0,4. 8.0 – 8.99,1. < 50,4. 80 – 89,5. 90 – 100,6,1,Cloud
S0197,ECE,5.85,78.09,53.23,68.24,4,2,1. < 6.0,3. 65 – 79,2. 50 – 64,3. 65 – 79,3,4,Power BI; DSA; Cloud; Cybersecurity
S0198,CE,9.31,65.75,97.0,58.26,2,0,5. 9.0 – 10.0,3. 65 – 79,5. 90 – 100,2. 50 – 64,2,5,SQL; Power BI; DSA; Cloud; Cybersecurity
S0199,ECE,6.5,71.75,72.46,96.0,1,2,2. 6.0 – 6.99,3. 65 – 79,3. 65 – 79,5. 90 – 100,6,1,Cybersecurity
S0200,ME,8.48,81.91,74.25,53.11,3,0,4. 8.0 – 8.99,4. 80 – 89,3. 65 – 79,2. 50 – 64,5,2,Python; Cloud
S0201,IT,8.41,61.3,79.08,95.75,0,3,4. 8.0 – 8.99,2. 50 – 64,3. 65 – 79,5. 90 – 100,6,1,Cybersecurity
S0202,IT,9.39,91.2,94.95,96.0,3,2,5. 9.0 – 10.0,5. 90 – 100,5. 90 – 100,5. 90 – 100,4,3,Python; Cloud; Cybersecurity
S0203,IT,9.44,70.88,85.36,96.0,0,0,5. 9.0 – 10.0,3. 65 – 79,4. 80 – 89,5. 90 – 100,6,1,Power BI
S0204,EEE,4.93,67.95,56.02,74.43,2,1,1. < 6.0,3. 65 – 79,2. 50 – 64,3. 65 – 79,4,3,Power BI; Cloud; Cybersecurity
S0205,CSE,8.56,83.69,66.52,96.0,2,0,4. 8.0 – 8.99,4. 80 – 89,3. 65 – 79,5. 90 – 100,5,2,SQL; Power BI
S0206,ME,9.85,67.9,97.0,96.0,0,1,5. 9.0 – 10.0,3. 65 – 79,5. 90 – 100,5. 90 – 100,5,2,Cloud; Cybersecurity
S0207,ECE,9.05,83.47,65.23,81.49,2,0,5. 9.0 – 10.0,4. 80 – 89,3. 65 – 79,4. 80 – 89,5,2,Power BI; Cloud
S0208,CSE,9.05,82.41,69.48,82.34,1,2,5. 9.0 – 10.0,4. 80 – 89,3. 65 – 79,4. 80 – 89,5,2,Cloud; Cybersecurity
S0209,IT,9.49,81.41,84.35,91.39,3,0,5. 9.0 – 10.0,4. 80 – 89,4. 80 – 89,5. 90 – 100,3,4,Python; Power BI; Cloud; Cybersecurity
S0210,ECE,8.61,74.09,93.35,84.65,1,1,4. 8.0 – 8.99,3. 65 – 79,5. 90 – 100,4. 80 – 89,4,3,Python; Cloud; Cybersecurity
S0211,ECE,9.8,80.56,86.15,83.32,3,2,5. 9.0 – 10.0,4. 80 – 89,4. 80 – 89,4. 80 – 89,3,4,SQL; Excel; DSA; Cybersecurity
S0212,ME,8.23,68.53,74.53,94.12,2,0,4. 8.0 – 8.99,3. 65 – 79,3. 65 – 79,5. 90 – 100,4,3,DSA; Cloud; Cybersecurity
S0213,CSE,5.63,85.8,48.37,85.52,2,3,1. < 6.0,4. 80 – 89,1. < 50,4. 80 – 89,5,2,Cloud; Cybersecurity
S0214,ECE,6.7,37.86,91.08,95.29,2,0,2. 6.0 – 6.99,1. < 50,5. 90 – 100,5. 90 – 100,4,3,DSA; Cloud; Cybersecurity
S0215,ECE,5.83,65.36,73.18,55.82,4,0,1. < 6.0,3. 65 – 79,3. 65 – 79,2. 50 – 64,3,4,SQL; Power BI; Cloud; Cybersecurity
S0216,ECE,4.4,50.07,58.21,81.68,1,0,1. < 6.0,2. 50 – 64,2. 50 – 64,4. 80 – 89,4,3,Python; Cloud; Cybersecurity
S0217,ME,7.1,68.88,71.0,81.37,3,0,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,4. 80 – 89,4,3,Power BI; Cloud; Cybersecurity
S0218,CSE,7.67,80.34,70.6,66.53,2,0,3. 7.0 – 7.99,4. 80 – 89,3. 65 – 79,3. 65 – 79,4,3,Power BI; Cloud; Cybersecurity
S0219,IT,5.29,56.29,60.31,60.59,2,1,1. < 6.0,2. 50 – 64,2. 50 – 64,2. 50 – 64,5,2,Power BI; Cybersecurity
S0220,CSE,8.02,87.37,70.72,73.46,2,1,4. 8.0 – 8.99,4. 80 – 89,3. 65 – 79,3. 65 – 79,5,2,Cloud; Cybersecurity
S0221,CSE,9.63,95.63,94.97,87.59,4,1,5. 9.0 – 10.0,5. 90 – 100,5. 90 – 100,4. 80 – 89,5,2,Power BI; Cybersecurity
S0222,ME,9.41,60.12,82.83,66.01,0,0,5. 9.0 – 10.0,2. 50 – 64,4. 80 – 89,3. 65 – 79,4,3,Power BI; Cloud; Cybersecurity
S0223,CSE,7.83,83.72,81.29,76.65,3,5,3. 7.0 – 7.99,4. 80 – 89,4. 80 – 89,3. 65 – 79,5,2,Excel; Cybersecurity
S0224,IT,6.84,90.82,61.49,90.9,4,1,2. 6.0 – 6.99,5. 90 – 100,2. 50 – 64,5. 90 – 100,4,3,Python; Power BI; Cloud
S0225,CSE,5.6,65.37,60.4,88.82,3,0,1. < 6.0,3. 65 – 79,2. 50 – 64,4. 80 – 89,3,4,SQL; Excel; DSA; Cybersecurity
S0226,ECE,6.65,74.51,74.31,86.2,3,0,2. 6.0 – 6.99,3. 65 – 79,3. 65 – 79,4. 80 – 89,3,4,Python; DSA; Cloud; Cybersecurity
S0227,ECE,8.2,73.14,85.3,96.0,3,0,4. 8.0 – 8.99,3. 65 – 79,4. 80 – 89,5. 90 – 100,3,4,SQL; DSA; Cloud; Cybersecurity
S0228,ECE,7.96,64.31,88.83,79.82,2,1,3. 7.0 – 7.99,2. 50 – 64,4. 80 – 89,3. 65 – 79,1,6,Python; SQL; Power BI; DSA; Cloud; Cybersecurity
S0229,IT,8.9,98.5,71.47,69.03,4,0,4. 8.0 – 8.99,5. 90 – 100,3. 65 – 79,3. 65 – 79,5,2,Excel; Cybersecurity
S0230,ECE,5.59,83.11,68.56,71.6,3,0,1. < 6.0,4. 80 – 89,3. 65 – 79,3. 65 – 79,4,3,DSA; Cloud; Cybersecurity
S0231,CSE,5.82,80.98,71.58,80.82,4,0,1. < 6.0,4. 80 – 89,3. 65 – 79,4. 80 – 89,4,3,Python; Cloud; Cybersecurity
S0232,IT,6.8,74.63,91.46,84.08,2,0,2. 6.0 – 6.99,3. 65 – 79,5. 90 – 100,4. 80 – 89,4,3,SQL; Cloud; Cybersecurity
S0233,CE,6.13,49.69,68.24,60.63,0,0,2. 6.0 – 6.99,1. < 50,3. 65 – 79,2. 50 – 64,3,4,Power BI; DSA; Cloud; Cybersecurity
S0234,ECE,6.69,68.46,63.3,68.77,1,1,2. 6.0 – 6.99,3. 65 – 79,2. 50 – 64,3. 65 – 79,3,4,Python; Excel; DSA; Cybersecurity
S0235,EEE,6.32,53.27,68.35,66.98,2,0,2. 6.0 – 6.99,2. 50 – 64,3. 65 – 79,3. 65 – 79,4,3,Power BI; DSA; Cybersecurity
S0236,ECE,6.88,66.72,65.0,84.09,2,0,2. 6.0 – 6.99,3. 65 – 79,3. 65 – 79,4. 80 – 89,3,4,Python; DSA; Cloud; Cybersecurity
S0237,IT,5.93,58.61,67.92,63.71,2,1,1. < 6.0,2. 50 – 64,3. 65 – 79,2. 50 – 64,4,3,Python; Cloud; Cybersecurity
S0238,ME,5.72,55.96,72.41,63.04,1,0,1. < 6.0,2. 50 – 64,3. 65 – 79,2. 50 – 64,6,1,Cybersecurity
S0239,IT,7.82,86.56,81.39,70.43,5,0,3. 7.0 – 7.99,4. 80 – 89,4. 80 – 89,3. 65 – 79,4,3,SQL; Power BI; Cybersecurity
S0240,ECE,8.35,73.51,59.89,79.78,1,0,4. 8.0 – 8.99,3. 65 – 79,2. 50 – 64,3. 65 – 79,2,5,Python; SQL; DSA; Cloud; Cybersecurity
S0241,IT,8.47,95.05,85.17,88.72,2,2,4. 8.0 – 8.99,5. 90 – 100,4. 80 – 89,4. 80 – 89,4,3,Power BI; Cloud; Cybersecurity
S0242,IT,8.41,68.9,76.09,90.29,1,1,4. 8.0 – 8.99,3. 65 – 79,3. 65 – 79,5. 90 – 100,4,3,SQL; Power BI; Cloud
S0243,ECE,7.82,68.48,53.64,93.83,3,1,3. 7.0 – 7.99,3. 65 – 79,2. 50 – 64,5. 90 – 100,4,3,Excel; Cloud; Cybersecurity
S0244,IT,7.89,82.79,80.12,70.16,2,0,3. 7.0 – 7.99,4. 80 – 89,4. 80 – 89,3. 65 – 79,6,1,Cybersecurity
S0245,IT,8.15,79.5,68.0,96.0,3,0,4. 8.0 – 8.99,3. 65 – 79,3. 65 – 79,5. 90 – 100,3,4,Power BI; DSA; Cloud; Cybersecurity
S0246,EEE,9.85,70.09,90.33,77.1,2,0,5. 9.0 – 10.0,3. 65 – 79,5. 90 – 100,3. 65 – 79,5,2,Power BI; Cybersecurity
S0247,IT,8.6,73.11,84.57,79.65,2,0,4. 8.0 – 8.99,3. 65 – 79,4. 80 – 89,3. 65 – 79,5,2,Cloud; Cybersecurity
S0248,ECE,6.76,73.75,57.97,82.92,2,0,2. 6.0 – 6.99,3. 65 – 79,2. 50 – 64,4. 80 – 89,4,3,Excel; Cloud; Cybersecurity
S0249,CSE,9.33,73.67,78.79,96.0,1,0,5. 9.0 – 10.0,3. 65 – 79,3. 65 – 79,5. 90 – 100,6,1,Cybersecurity
S0250,CSE,6.54,64.73,54.17,82.51,2,1,2. 6.0 – 6.99,2. 50 – 64,2. 50 – 64,4. 80 – 89,5,2,Power BI; Cloud
S0251,ECE,6.75,81.64,71.5,91.45,2,2,2. 6.0 – 6.99,4. 80 – 89,3. 65 – 79,5. 90 – 100,3,4,Power BI; DSA; Cloud; Cybersecurity
S0252,IT,7.03,84.75,66.79,89.42,6,0,3. 7.0 – 7.99,4. 80 – 89,3. 65 – 79,4. 80 – 89,5,2,Cloud; Cybersecurity
S0253,CE,7.48,81.83,62.38,64.16,4,0,3. 7.0 – 7.99,4. 80 – 89,2. 50 – 64,2. 50 – 64,4,3,Excel; DSA; Cloud
S0254,IT,6.76,81.38,60.25,96.0,1,2,2. 6.0 – 6.99,4. 80 – 89,2. 50 – 64,5. 90 – 100,6,1,Cloud
S0255,ECE,9.15,91.68,82.25,47.04,3,0,5. 9.0 – 10.0,5. 90 – 100,4. 80 – 89,1. < 50,5,2,Cloud; Cybersecurity
S0256,IT,8.52,86.69,80.28,81.93,5,0,4. 8.0 – 8.99,4. 80 – 89,4. 80 – 89,4. 80 – 89,4,3,Power BI; Cloud; Cybersecurity
S0257,ME,6.97,69.4,52.88,78.21,3,0,2. 6.0 – 6.99,3. 65 – 79,2. 50 – 64,3. 65 – 79,3,4,Excel; DSA; Cloud; Cybersecurity
S0258,IT,6.23,73.86,65.07,63.83,0,0,2. 6.0 – 6.99,3. 65 – 79,3. 65 – 79,2. 50 – 64,4,3,Power BI; Cloud; Cybersecurity
S0259,CE,5.58,44.69,58.82,55.31,2,3,1. < 6.0,1. < 50,2. 50 – 64,2. 50 – 64,4,3,Excel; DSA; Cybersecurity
S0260,CSE,7.12,86.34,67.07,81.03,4,1,3. 7.0 – 7.99,4. 80 – 89,3. 65 – 79,4. 80 – 89,4,3,Power BI; DSA; Cybersecurity
S0261,ME,7.26,72.44,71.39,58.9,2,1,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,2. 50 – 64,4,3,Python; Cloud; Cybersecurity
S0262,CSE,7.33,53.55,73.46,96.0,0,0,3. 7.0 – 7.99,2. 50 – 64,3. 65 – 79,5. 90 – 100,3,4,SQL; Power BI; Cloud; Cybersecurity
S0263,ECE,6.31,83.49,63.34,78.63,5,0,2. 6.0 – 6.99,4. 80 – 89,2. 50 – 64,3. 65 – 79,6,1,DSA
S0264,IT,5.85,62.09,72.82,63.23,6,1,1. < 6.0,2. 50 – 64,3. 65 – 79,2. 50 – 64,4,3,Power BI; Cloud; Cybersecurity
S0265,CSE,7.07,62.15,58.03,92.01,0,3,3. 7.0 – 7.99,2. 50 – 64,2. 50 – 64,5. 90 – 100,6,1,Cloud
S0266,CSE,7.84,82.11,61.8,96.0,2,2,3. 7.0 – 7.99,4. 80 – 89,2. 50 – 64,5. 90 – 100,5,2,Cloud; Cybersecurity
S0267,IT,8.51,88.84,79.74,89.39,2,0,4. 8.0 – 8.99,4. 80 – 89,3. 65 – 79,4. 80 – 89,5,2,Cloud; Cybersecurity
S0268,ECE,7.32,53.0,59.5,79.47,1,0,3. 7.0 – 7.99,2. 50 – 64,2. 50 – 64,3. 65 – 79,2,5,Python; SQL; DSA; Cloud; Cybersecurity
S0269,CE,6.64,80.86,60.8,83.09,0,1,2. 6.0 – 6.99,4. 80 – 89,2. 50 – 64,4. 80 – 89,4,3,DSA; Cloud; Cybersecurity
S0270,IT,7.7,64.58,69.05,71.94,0,1,3. 7.0 – 7.99,2. 50 – 64,3. 65 – 79,3. 65 – 79,2,5,Python; Excel; Power BI; Cloud; Cybersecurity
S0271,ECE,6.24,72.71,71.82,96.0,2,0,2. 6.0 – 6.99,3. 65 – 79,3. 65 – 79,5. 90 – 100,4,3,Excel; Power BI; Cybersecurity
S0272,CSE,9.33,86.99,88.35,87.66,2,0,5. 9.0 – 10.0,4. 80 – 89,4. 80 – 89,4. 80 – 89,3,4,SQL; Power BI; Cloud; Cybersecurity
S0273,EEE,6.05,67.24,68.16,77.31,0,1,2. 6.0 – 6.99,3. 65 – 79,3. 65 – 79,3. 65 – 79,4,3,Power BI; Cloud; Cybersecurity
S0274,ECE,5.56,74.54,70.28,51.23,4,0,1. < 6.0,3. 65 – 79,3. 65 – 79,2. 50 – 64,7,0,None
S0275,CSE,6.03,53.3,78.22,96.0,1,1,2. 6.0 – 6.99,2. 50 – 64,3. 65 – 79,5. 90 – 100,3,4,Python; SQL; Power BI; Cybersecurity
S0276,IT,8.67,80.9,86.67,63.48,3,1,4. 8.0 – 8.99,4. 80 – 89,4. 80 – 89,2. 50 – 64,6,1,Python
S0277,ECE,7.73,58.71,83.07,96.0,1,0,3. 7.0 – 7.99,2. 50 – 64,4. 80 – 89,5. 90 – 100,3,4,Python; DSA; Cloud; Cybersecurity
S0278,IT,6.98,87.99,69.14,63.85,4,1,2. 6.0 – 6.99,4. 80 – 89,3. 65 – 79,2. 50 – 64,5,2,Cloud; Cybersecurity
S0279,CSE,9.47,89.77,93.05,82.66,2,1,5. 9.0 – 10.0,4. 80 – 89,5. 90 – 100,4. 80 – 89,4,3,Excel; Cloud; Cybersecurity
S0280,IT,9.44,90.3,80.94,71.75,3,0,5. 9.0 – 10.0,5. 90 – 100,4. 80 – 89,3. 65 – 79,4,3,Excel; Power BI; Cybersecurity
S0281,ME,6.12,78.23,74.31,71.19,1,1,2. 6.0 – 6.99,3. 65 – 79,3. 65 – 79,3. 65 – 79,2,5,Python; Power BI; DSA; Cloud; Cybersecurity
S0282,CSE,6.74,61.34,63.76,96.0,1,0,2. 6.0 – 6.99,2. 50 – 64,2. 50 – 64,5. 90 – 100,4,3,Excel; Power BI; Cybersecurity
S0283,ECE,6.22,86.25,61.03,68.56,3,1,2. 6.0 – 6.99,4. 80 – 89,2. 50 – 64,3. 65 – 79,5,2,Cloud; Cybersecurity
S0284,IT,6.95,90.63,84.18,65.14,2,2,2. 6.0 – 6.99,5. 90 – 100,4. 80 – 89,3. 65 – 79,4,3,Excel; Cloud; Cybersecurity
S0285,ECE,6.01,79.78,83.25,70.8,0,1,2. 6.0 – 6.99,3. 65 – 79,4. 80 – 89,3. 65 – 79,5,2,Power BI; Cybersecurity
S0286,IT,8.22,61.84,90.56,82.34,1,1,4. 8.0 – 8.99,2. 50 – 64,5. 90 – 100,4. 80 – 89,3,4,Excel; Power BI; Cloud; Cybersecurity
S0287,CSE,7.35,82.31,68.28,67.85,2,1,3. 7.0 – 7.99,4. 80 – 89,3. 65 – 79,3. 65 – 79,5,2,Power BI; Cybersecurity
S0288,IT,5.51,51.71,70.6,91.3,1,3,1. < 6.0,2. 50 – 64,3. 65 – 79,5. 90 – 100,5,2,Excel; Cybersecurity
S0289,ECE,5.71,61.37,62.64,81.97,3,0,1. < 6.0,2. 50 – 64,2. 50 – 64,4. 80 – 89,5,2,Power BI; Cybersecurity
S0290,CSE,8.71,75.94,77.2,91.3,2,2,4. 8.0 – 8.99,3. 65 – 79,3. 65 – 79,5. 90 – 100,3,4,Excel; Power BI; Cloud; Cybersecurity
S0291,CE,7.39,66.38,97.0,96.0,1,0,3. 7.0 – 7.99,3. 65 – 79,5. 90 – 100,5. 90 – 100,5,2,Excel; Cybersecurity
S0292,CSE,5.06,79.89,60.68,96.0,0,1,1. < 6.0,3. 65 – 79,2. 50 – 64,5. 90 – 100,4,3,Power BI; Cloud; Cybersecurity
S0293,CSE,7.87,83.37,92.0,77.81,2,3,3. 7.0 – 7.99,4. 80 – 89,5. 90 – 100,3. 65 – 79,5,2,Cloud; Cybersecurity
S0294,ECE,6.65,70.14,72.48,66.05,1,1,2. 6.0 – 6.99,3. 65 – 79,3. 65 – 79,3. 65 – 79,4,3,Power BI; Cloud; Cybersecurity
S0295,CSE,7.32,46.69,62.6,96.0,3,0,3. 7.0 – 7.99,1. < 50,2. 50 – 64,5. 90 – 100,5,2,Python; Cybersecurity
S0296,CSE,6.33,62.78,66.08,77.59,1,1,2. 6.0 – 6.99,2. 50 – 64,3. 65 – 79,3. 65 – 79,5,2,DSA; Cybersecurity
S0297,EEE,8.87,72.72,86.6,72.05,2,0,4. 8.0 – 8.99,3. 65 – 79,4. 80 – 89,3. 65 – 79,3,4,SQL; Power BI; Cloud; Cybersecurity
S0298,EEE,7.57,77.63,86.95,76.06,1,1,3. 7.0 – 7.99,3. 65 – 79,4. 80 – 89,3. 65 – 79,2,5,Excel; Power BI; DSA; Cloud; Cybersecurity
S0299,CSE,8.05,81.31,51.29,74.66,3,1,4. 8.0 – 8.99,4. 80 – 89,2. 50 – 64,3. 65 – 79,3,4,SQL; Excel; Cloud; Cybersecurity
S0300,EEE,8.34,60.56,67.58,63.4,1,2,4. 8.0 – 8.99,2. 50 – 64,3. 65 – 79,2. 50 – 64,5,2,Excel; Cybersecurity
S0301,ECE,6.63,53.19,60.65,93.49,1,1,2. 6.0 – 6.99,2. 50 – 64,2. 50 – 64,5. 90 – 100,3,4,Power BI; DSA; Cloud; Cybersecurity
S0302,ME,7.52,73.61,64.97,84.84,4,0,3. 7.0 – 7.99,3. 65 – 79,2. 50 – 64,4. 80 – 89,5,2,Python; Cloud
S0303,IT,6.87,60.24,76.44,93.3,1,0,2. 6.0 – 6.99,2. 50 – 64,3. 65 – 79,5. 90 – 100,4,3,Power BI; Cloud; Cybersecurity
S0304,IT,6.84,62.47,79.0,85.38,2,2,2. 6.0 – 6.99,2. 50 – 64,3. 65 – 79,4. 80 – 89,2,5,Python; SQL; Power BI; Cloud; Cybersecurity
S0305,IT,6.19,86.2,78.3,72.85,2,0,2. 6.0 – 6.99,4. 80 – 89,3. 65 – 79,3. 65 – 79,3,4,SQL; Power BI; Cloud; Cybersecurity
S0306,EEE,7.39,62.97,63.81,62.4,2,1,3. 7.0 – 7.99,2. 50 – 64,2. 50 – 64,2. 50 – 64,1,6,Python; Excel; Power BI; DSA; Cloud; Cybersecurity
S0307,EEE,7.13,59.03,68.06,67.54,1,3,3. 7.0 – 7.99,2. 50 – 64,3. 65 – 79,3. 65 – 79,3,4,Python; Power BI; Cloud; Cybersecurity
S0308,EEE,6.28,59.16,86.84,93.01,3,2,2. 6.0 – 6.99,2. 50 – 64,4. 80 – 89,5. 90 – 100,7,0,None
S0309,CSE,9.26,83.93,76.31,58.75,3,0,5. 9.0 – 10.0,4. 80 – 89,3. 65 – 79,2. 50 – 64,5,2,Power BI; Cybersecurity
S0310,ME,8.11,74.37,76.97,82.76,0,1,4. 8.0 – 8.99,3. 65 – 79,3. 65 – 79,4. 80 – 89,5,2,SQL; Cybersecurity
S0311,CSE,5.94,89.27,72.74,86.45,4,2,1. < 6.0,4. 80 – 89,3. 65 – 79,4. 80 – 89,3,4,Python; SQL; Power BI; Cybersecurity
S0312,IT,7.45,55.78,72.01,96.0,2,1,3. 7.0 – 7.99,2. 50 – 64,3. 65 – 79,5. 90 – 100,3,4,SQL; Power BI; Cloud; Cybersecurity
S0313,EEE,5.9,59.16,66.07,82.02,2,0,1. < 6.0,2. 50 – 64,3. 65 – 79,4. 80 – 89,5,2,SQL; Cloud
S0314,EEE,7.35,80.45,60.82,82.93,2,1,3. 7.0 – 7.99,4. 80 – 89,2. 50 – 64,4. 80 – 89,5,2,DSA; Cybersecurity
S0315,CSE,6.52,67.34,66.47,61.91,2,0,2. 6.0 – 6.99,3. 65 – 79,3. 65 – 79,2. 50 – 64,4,3,SQL; Power BI; Cloud
S0316,IT,8.61,96.25,80.27,68.5,5,1,4. 8.0 – 8.99,5. 90 – 100,4. 80 – 89,3. 65 – 79,7,0,None
S0317,CSE,5.78,61.15,61.07,77.7,1,3,1. < 6.0,2. 50 – 64,2. 50 – 64,3. 65 – 79,6,1,SQL
S0318,ME,6.93,73.06,70.1,96.0,3,1,2. 6.0 – 6.99,3. 65 – 79,3. 65 – 79,5. 90 – 100,4,3,SQL; Power BI; Cybersecurity
S0319,IT,8.46,86.83,74.97,93.14,4,1,4. 8.0 – 8.99,4. 80 – 89,3. 65 – 79,5. 90 – 100,4,3,Power BI; DSA; Cybersecurity
S0320,ECE,7.2,73.06,65.46,78.69,3,1,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,3. 65 – 79,4,3,Python; SQL; Cloud
