student_id,technical_skill_count,skill_gap_count,technical_skill_component,technical_skill_contribution,aptitude_score,aptitude_component,aptitude_contribution,cgpa,cgpa_component,cgpa_contribution,projects,projects_component,projects_contribution,internships,internships_component,internships_contribution,communication_score,communication_component,communication_contribution,pri_score,readiness_category,missing_skills,preparation_segment
S0101,3,4,42.857142857142854,10.714285714285714,70.09,70.09,14.018,7.66,76.6,11.489999999999998,3,100.0,15.0,2,100.0,15.0,59.61,59.61,5.961,72.18,Moderate Readiness,Python Programming; SQL Database; Cloud Computing; Cybersecurity,Academic Generalists
S0102,4,3,57.14285714285714,14.285714285714285,58.56,58.56,11.712000000000002,8.74,87.4,13.110000000000001,1,33.33333333333333,4.999999999999999,3,100.0,15.0,85.92,85.92,8.592,67.7,Moderate Readiness,Power BI / Visuals; Cloud Computing; Cybersecurity,Academic Generalists
S0103,2,5,28.57142857142857,7.142857142857142,78.81,78.81,15.762,7.83,78.3,11.745,1,33.33333333333333,4.999999999999999,0,0.0,0.0,96.0,96.0,9.600000000000001,49.25,Needs Improvement,SQL Database; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,Academic Generalists
S0104,3,4,42.857142857142854,10.714285714285714,70.91,70.91,14.182,7.77,77.69999999999999,11.654999999999998,1,33.33333333333333,4.999999999999999,0,0.0,0.0,96.0,96.0,9.600000000000001,51.15,Needs Improvement,Python Programming; Data Structures & Algo; Cloud Computing; Cybersecurity,Academic Generalists
S0105,4,3,57.14285714285714,14.285714285714285,60.5,60.5,12.100000000000001,5.15,51.5,7.725,2,66.66666666666666,9.999999999999998,1,50.0,7.5,63.73,63.73,6.373,57.98,Needs Improvement,SQL Database; Cloud Computing; Cybersecurity,High Support Priority
S0106,5,2,71.42857142857143,17.857142857142858,81.34,81.34,16.268,8.97,89.7,13.455,2,66.66666666666666,9.999999999999998,2,100.0,15.0,88.67,88.67,8.867,81.45,High Readiness,Data Structures & Algo; Cybersecurity,Comprehensive High Performers
S0107,4,3,57.14285714285714,14.285714285714285,85.11,85.11,17.022000000000002,8.43,84.3,12.645,3,100.0,15.0,2,100.0,15.0,91.99,91.99,9.199,83.15,High Readiness,Advanced Excel; Power BI / Visuals; Cybersecurity,Academic Generalists
S0108,2,5,28.57142857142857,7.142857142857142,79.26,79.26,15.852000000000002,7.2,72.0,10.799999999999999,1,33.33333333333333,4.999999999999999,2,100.0,15.0,83.54,83.54,8.354000000000001,62.15,Moderate Readiness,Python Programming; Advanced Excel; Power BI / Visuals; Cloud Computing; Cybersecurity,High Support Priority
S0109,4,3,57.14285714285714,14.285714285714285,64.62,64.62,12.924000000000001,6.59,65.9,9.885,1,33.33333333333333,4.999999999999999,0,0.0,0.0,91.08,91.08,9.108,51.2,Needs Improvement,Data Structures & Algo; Cloud Computing; Cybersecurity,High Support Priority
S0110,2,5,28.57142857142857,7.142857142857142,70.95,70.95,14.190000000000001,7.11,71.10000000000001,10.665000000000001,2,66.66666666666666,9.999999999999998,0,0.0,0.0,85.53,85.53,8.553,50.55,Needs Improvement,Advanced Excel; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,High Support Priority
S0111,5,2,71.42857142857143,17.857142857142858,89.79,89.79,17.958000000000002,8.27,82.69999999999999,12.404999999999998,2,66.66666666666666,9.999999999999998,0,0.0,0.0,96.0,96.0,9.600000000000001,67.82,Moderate Readiness,Cloud Computing; Cybersecurity,Comprehensive High Performers
S0112,6,1,85.71428571428571,21.428571428571427,62.88,62.88,12.576,7.1,71.0,10.65,0,0.0,0.0,1,50.0,7.5,60.96,60.96,6.096,58.25,Needs Improvement,Cybersecurity,High Support Priority
S0113,4,3,57.14285714285714,14.285714285714285,63.55,63.55,12.71,5.24,52.400000000000006,7.86,2,66.66666666666666,9.999999999999998,2,100.0,15.0,67.33,67.33,6.7330000000000005,66.59,Moderate Readiness,Power BI / Visuals; Cloud Computing; Cybersecurity,High Support Priority
S0114,5,2,71.42857142857143,17.857142857142858,72.11,72.11,14.422,7.1,71.0,10.65,1,33.33333333333333,4.999999999999999,1,50.0,7.5,96.0,96.0,9.600000000000001,65.03,Moderate Readiness,Cloud Computing; Cybersecurity,High Support Priority
S0115,3,4,42.857142857142854,10.714285714285714,80.22,80.22,16.044,8.59,85.9,12.885,2,66.66666666666666,9.999999999999998,0,0.0,0.0,93.51,93.51,9.351,58.99,Needs Improvement,Python Programming; SQL Database; Power BI / Visuals; Cloud Computing,Academic Generalists
S0116,2,5,28.57142857142857,7.142857142857142,95.08,95.08,19.016000000000002,8.11,81.1,12.165,3,100.0,15.0,1,50.0,7.5,65.45,65.45,6.545000000000001,67.37,Moderate Readiness,SQL Database; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,Academic Generalists
S0117,5,2,71.42857142857143,17.857142857142858,55.44,55.44,11.088000000000001,6.21,62.1,9.315,2,66.66666666666666,9.999999999999998,0,0.0,0.0,73.29,73.29,7.329000000000001,55.59,Needs Improvement,Cloud Computing; Cybersecurity,Technical Specialists
S0118,5,2,71.42857142857143,17.857142857142858,67.82,67.82,13.564,7.61,76.1,11.415,2,66.66666666666666,9.999999999999998,0,0.0,0.0,79.99,79.99,7.999,60.84,Moderate Readiness,Cloud Computing; Cybersecurity,Academic Generalists
S0119,4,3,57.14285714285714,14.285714285714285,65.07,65.07,13.014,5.61,56.10000000000001,8.415000000000001,2,66.66666666666666,9.999999999999998,0,0.0,0.0,61.89,61.89,6.189,51.9,Needs Improvement,SQL Database; Advanced Excel; Power BI / Visuals,High Support Priority
S0120,5,2,71.42857142857143,17.857142857142858,97.0,97.0,19.400000000000002,8.12,81.19999999999999,12.179999999999998,2,66.66666666666666,9.999999999999998,0,0.0,0.0,86.27,86.27,8.627,68.06,Moderate Readiness,Cloud Computing; Cybersecurity,Academic Generalists
S0121,3,4,42.857142857142854,10.714285714285714,80.04,80.04,16.008000000000003,7.64,76.4,11.46,3,100.0,15.0,0,0.0,0.0,76.29,76.29,7.629000000000001,60.81,Moderate Readiness,Python Programming; Power BI / Visuals; Cloud Computing; Cybersecurity,Academic Generalists
S0122,3,4,42.857142857142854,10.714285714285714,80.54,80.54,16.108,9.85,98.5,14.774999999999999,6,100.0,15.0,2,100.0,15.0,90.58,90.58,9.058,80.66,High Readiness,Python Programming; Power BI / Visuals; Cloud Computing; Cybersecurity,Academic Generalists
S0123,5,2,71.42857142857143,17.857142857142858,77.74,77.74,15.548,9.45,94.5,14.174999999999999,2,66.66666666666666,9.999999999999998,1,50.0,7.5,73.72,73.72,7.372,72.45,Moderate Readiness,Data Structures & Algo; Cybersecurity,Comprehensive High Performers
S0124,6,1,85.71428571428571,21.428571428571427,87.36,87.36,17.472,7.87,78.7,11.805,3,100.0,15.0,0,0.0,0.0,89.99,89.99,8.999,74.7,Moderate Readiness,Cloud Computing,Comprehensive High Performers
S0125,3,4,42.857142857142854,10.714285714285714,77.72,77.72,15.544,8.9,89.0,13.35,0,0.0,0.0,1,50.0,7.5,73.42,73.42,7.3420000000000005,54.45,Needs Improvement,Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,Academic Generalists
S0126,3,4,42.857142857142854,10.714285714285714,80.12,80.12,16.024,8.62,86.19999999999999,12.929999999999998,4,100.0,15.0,0,0.0,0.0,96.0,96.0,9.600000000000001,64.27,Moderate Readiness,Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,Academic Generalists
S0127,5,2,71.42857142857143,17.857142857142858,66.46,66.46,13.292,7.67,76.7,11.505,3,100.0,15.0,0,0.0,0.0,81.72,81.72,8.172,65.83,Moderate Readiness,Power BI / Visuals; Cybersecurity,Academic Generalists
S0128,5,2,71.42857142857143,17.857142857142858,66.71,66.71,13.341999999999999,6.57,65.7,9.855,4,100.0,15.0,0,0.0,0.0,83.57,83.57,8.357,64.41,Moderate Readiness,Power BI / Visuals; Cybersecurity,Technical Specialists
S0129,6,1,85.71428571428571,21.428571428571427,74.14,74.14,14.828000000000001,7.52,75.2,11.28,3,100.0,15.0,0,0.0,0.0,86.99,86.99,8.699,71.24,Moderate Readiness,Cloud Computing,Academic Generalists
S0130,3,4,42.857142857142854,10.714285714285714,68.92,68.92,13.784,6.95,69.5,10.424999999999999,2,66.66666666666666,9.999999999999998,0,0.0,0.0,89.81,89.81,8.981,53.9,Needs Improvement,Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,High Support Priority
S0131,5,2,71.42857142857143,17.857142857142858,76.65,76.65,15.330000000000002,6.7,67.0,10.049999999999999,2,66.66666666666666,9.999999999999998,0,0.0,0.0,81.37,81.37,8.137,61.37,Moderate Readiness,Cloud Computing; Cybersecurity,High Support Priority
S0132,6,1,85.71428571428571,21.428571428571427,79.15,79.15,15.830000000000002,7.25,72.5,10.875,1,33.33333333333333,4.999999999999999,1,50.0,7.5,87.01,87.01,8.701,69.33,Moderate Readiness,Power BI / Visuals,Technical Specialists
S0133,6,1,85.71428571428571,21.428571428571427,84.32,84.32,16.864,8.39,83.9,12.585,3,100.0,15.0,3,100.0,15.0,92.06,92.06,9.206000000000001,90.08,High Readiness,Cybersecurity,Academic Generalists
S0134,5,2,71.42857142857143,17.857142857142858,66.17,66.17,13.234000000000002,7.55,75.5,11.325,2,66.66666666666666,9.999999999999998,0,0.0,0.0,86.07,86.07,8.607,61.02,Moderate Readiness,Power BI / Visuals; Cybersecurity,Academic Generalists
S0135,4,3,57.14285714285714,14.285714285714285,61.32,61.32,12.264000000000001,7.66,76.6,11.489999999999998,1,33.33333333333333,4.999999999999999,0,0.0,0.0,79.31,79.31,7.931000000000001,50.97,Needs Improvement,Python Programming; Data Structures & Algo; Cybersecurity,Academic Generalists
S0136,1,6,14.285714285714285,3.571428571428571,58.93,58.93,11.786000000000001,5.73,57.300000000000004,8.595,3,100.0,15.0,0,0.0,0.0,86.83,86.83,8.683,47.64,Needs Improvement,Python Programming; Advanced Excel; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,High Support Priority
S0137,3,4,42.857142857142854,10.714285714285714,72.69,72.69,14.538,7.48,74.8,11.219999999999999,3,100.0,15.0,0,0.0,0.0,89.23,89.23,8.923,60.4,Moderate Readiness,Python Programming; SQL Database; Power BI / Visuals; Cybersecurity,High Support Priority
S0138,5,2,71.42857142857143,17.857142857142858,56.05,56.05,11.21,6.96,69.6,10.44,2,66.66666666666666,9.999999999999998,0,0.0,0.0,88.9,88.9,8.89,58.4,Needs Improvement,SQL Database; Cybersecurity,High Support Priority
S0139,6,1,85.71428571428571,21.428571428571427,73.78,73.78,14.756,5.54,55.400000000000006,8.31,4,100.0,15.0,2,100.0,15.0,68.73,68.73,6.873000000000001,81.37,High Readiness,Cloud Computing,High Support Priority
S0140,2,5,28.57142857142857,7.142857142857142,54.19,54.19,10.838000000000001,5.61,56.10000000000001,8.415000000000001,2,66.66666666666666,9.999999999999998,1,50.0,7.5,91.83,91.83,9.183,53.08,Needs Improvement,SQL Database; Advanced Excel; Power BI / Visuals; Cloud Computing; Cybersecurity,High Support Priority
S0141,1,6,14.285714285714285,3.571428571428571,47.75,47.75,9.55,8.28,82.8,12.42,0,0.0,0.0,0,0.0,0.0,85.21,85.21,8.520999999999999,34.06,High Improvement Priority,Python Programming; SQL Database; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,Academic Generalists
S0142,3,4,42.857142857142854,10.714285714285714,45.51,45.51,9.102,4.49,44.9,6.734999999999999,1,33.33333333333333,4.999999999999999,3,100.0,15.0,86.25,86.25,8.625,55.18,Needs Improvement,Python Programming; SQL Database; Cloud Computing; Cybersecurity,High Support Priority
S0143,3,4,42.857142857142854,10.714285714285714,76.55,76.55,15.31,7.39,73.9,11.085,1,33.33333333333333,4.999999999999999,1,50.0,7.5,96.0,96.0,9.600000000000001,59.21,Needs Improvement,Python Programming; Power BI / Visuals; Cloud Computing; Cybersecurity,High Support Priority
S0144,4,3,57.14285714285714,14.285714285714285,86.57,86.57,17.314,8.28,82.8,12.42,4,100.0,15.0,1,50.0,7.5,76.5,76.5,7.65,74.17,Moderate Readiness,Data Structures & Algo; Cloud Computing; Cybersecurity,Comprehensive High Performers
S0145,5,2,71.42857142857143,17.857142857142858,66.94,66.94,13.388,6.52,65.19999999999999,9.779999999999998,3,100.0,15.0,0,0.0,0.0,86.15,86.15,8.615,64.64,Moderate Readiness,Data Structures & Algo; Cybersecurity,Technical Specialists
S0146,4,3,57.14285714285714,14.285714285714285,65.64,65.64,13.128,6.99,69.9,10.485000000000001,1,33.33333333333333,4.999999999999999,0,0.0,0.0,95.32,95.32,9.532,52.43,Needs Improvement,Power BI / Visuals; Data Structures & Algo; Cybersecurity,High Support Priority
S0147,4,3,57.14285714285714,14.285714285714285,57.26,57.26,11.452,5.63,56.3,8.444999999999999,2,66.66666666666666,9.999999999999998,1,50.0,7.5,54.54,54.54,5.454000000000001,57.14,Needs Improvement,Data Structures & Algo; Cloud Computing; Cybersecurity,Technical Specialists
S0148,3,4,42.857142857142854,10.714285714285714,55.29,55.29,11.058,6.98,69.80000000000001,10.47,2,66.66666666666666,9.999999999999998,0,0.0,0.0,81.55,81.55,8.155,50.4,Needs Improvement,Python Programming; Power BI / Visuals; Cloud Computing; Cybersecurity,High Support Priority
S0149,5,2,71.42857142857143,17.857142857142858,68.04,68.04,13.608000000000002,6.2,62.0,9.299999999999999,2,66.66666666666666,9.999999999999998,3,100.0,15.0,82.06,82.06,8.206000000000001,73.97,Moderate Readiness,Data Structures & Algo; Cybersecurity,High Support Priority
S0150,6,1,85.71428571428571,21.428571428571427,80.35,80.35,16.07,8.32,83.2,12.48,3,100.0,15.0,1,50.0,7.5,87.95,87.95,8.795,81.27,High Readiness,Cybersecurity,Comprehensive High Performers
S0151,4,3,57.14285714285714,14.285714285714285,68.1,68.1,13.62,6.93,69.3,10.395,5,100.0,15.0,1,50.0,7.5,84.83,84.83,8.483,69.28,Moderate Readiness,Power BI / Visuals; Cloud Computing; Cybersecurity,Technical Specialists
S0152,4,3,57.14285714285714,14.285714285714285,66.46,66.46,13.292,6.44,64.4,9.66,1,33.33333333333333,4.999999999999999,0,0.0,0.0,69.64,69.64,6.964,49.2,Needs Improvement,Data Structures & Algo; Cloud Computing; Cybersecurity,High Support Priority
S0153,3,4,42.857142857142854,10.714285714285714,74.04,74.04,14.808000000000002,7.47,74.7,11.205,2,66.66666666666666,9.999999999999998,0,0.0,0.0,91.94,91.94,9.194,55.92,Needs Improvement,Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,High Support Priority
S0154,5,2,71.42857142857143,17.857142857142858,76.4,76.4,15.280000000000001,9.49,94.9,14.235000000000001,0,0.0,0.0,2,100.0,15.0,96.0,96.0,9.600000000000001,71.97,Moderate Readiness,Cloud Computing; Cybersecurity,Academic Generalists
S0155,6,1,85.71428571428571,21.428571428571427,71.76,71.76,14.352000000000002,6.99,69.9,10.485000000000001,2,66.66666666666666,9.999999999999998,0,0.0,0.0,70.76,70.76,7.0760000000000005,63.34,Moderate Readiness,Cybersecurity,Technical Specialists
S0156,4,3,57.14285714285714,14.285714285714285,52.64,52.64,10.528,8.41,84.1,12.614999999999998,1,33.33333333333333,4.999999999999999,3,100.0,15.0,79.4,79.4,7.940000000000001,65.37,Moderate Readiness,Power BI / Visuals; Cloud Computing; Cybersecurity,Comprehensive High Performers
S0157,5,2,71.42857142857143,17.857142857142858,73.48,73.48,14.696000000000002,6.06,60.6,9.09,1,33.33333333333333,4.999999999999999,1,50.0,7.5,80.66,80.66,8.066,62.21,Moderate Readiness,Data Structures & Algo; Cybersecurity,High Support Priority
S0158,4,3,57.14285714285714,14.285714285714285,71.94,71.94,14.388,7.14,71.39999999999999,10.709999999999999,1,33.33333333333333,4.999999999999999,0,0.0,0.0,86.94,86.94,8.694,53.08,Needs Improvement,Data Structures & Algo; Cloud Computing; Cybersecurity,High Support Priority
S0159,4,3,57.14285714285714,14.285714285714285,56.05,56.05,11.21,6.18,61.8,9.27,1,33.33333333333333,4.999999999999999,1,50.0,7.5,73.56,73.56,7.356000000000001,54.62,Needs Improvement,Power BI / Visuals; Cloud Computing; Cybersecurity,High Support Priority
S0160,2,5,28.57142857142857,7.142857142857142,79.14,79.14,15.828000000000001,6.09,60.9,9.135,3,100.0,15.0,0,0.0,0.0,80.98,80.98,8.098,55.2,Needs Improvement,Python Programming; SQL Database; Data Structures & Algo; Cloud Computing; Cybersecurity,High Support Priority
S0161,4,3,57.14285714285714,14.285714285714285,72.29,72.29,14.458000000000002,7.36,73.6,11.04,2,66.66666666666666,9.999999999999998,2,100.0,15.0,83.72,83.72,8.372,73.16,Moderate Readiness,Data Structures & Algo; Cloud Computing; Cybersecurity,Technical Specialists
S0162,5,2,71.42857142857143,17.857142857142858,83.62,83.62,16.724,8.29,82.89999999999999,12.434999999999999,0,0.0,0.0,1,50.0,7.5,66.51,66.51,6.651000000000001,61.17,Moderate Readiness,Power BI / Visuals; Cybersecurity,Comprehensive High Performers
S0163,5,2,71.42857142857143,17.857142857142858,65.45,65.45,13.090000000000002,6.35,63.5,9.525,1,33.33333333333333,4.999999999999999,1,50.0,7.5,84.51,84.51,8.451,61.42,Moderate Readiness,Power BI / Visuals; Cloud Computing,High Support Priority
S0164,3,4,42.857142857142854,10.714285714285714,52.25,52.25,10.450000000000001,6.47,64.7,9.705,4,100.0,15.0,0,0.0,0.0,80.14,80.14,8.014000000000001,53.88,Needs Improvement,Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,High Support Priority
S0165,5,2,71.42857142857143,17.857142857142858,70.15,70.15,14.030000000000001,6.01,60.099999999999994,9.014999999999999,2,66.66666666666666,9.999999999999998,0,0.0,0.0,59.88,59.88,5.988,56.89,Needs Improvement,Power BI / Visuals; Data Structures & Algo,High Support Priority
S0166,1,6,14.285714285714285,3.571428571428571,56.06,56.06,11.212000000000002,6.93,69.3,10.395,0,0.0,0.0,1,50.0,7.5,96.0,96.0,9.600000000000001,42.28,Needs Improvement,Python Programming; SQL Database; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,High Support Priority
S0167,5,2,71.42857142857143,17.857142857142858,69.31,69.31,13.862000000000002,7.97,79.69999999999999,11.954999999999998,1,33.33333333333333,4.999999999999999,5,100.0,15.0,96.0,96.0,9.600000000000001,73.27,Moderate Readiness,Cloud Computing; Cybersecurity,Academic Generalists
S0168,4,3,57.14285714285714,14.285714285714285,82.86,82.86,16.572,9.52,95.19999999999999,14.279999999999998,2,66.66666666666666,9.999999999999998,2,100.0,15.0,79.36,79.36,7.936,78.07,Moderate Readiness,Data Structures & Algo; Cloud Computing; Cybersecurity,Comprehensive High Performers
S0169,3,4,42.857142857142854,10.714285714285714,56.6,56.6,11.32,6.65,66.5,9.975,2,66.66666666666666,9.999999999999998,1,50.0,7.5,96.0,96.0,9.600000000000001,59.11,Needs Improvement,Python Programming; Power BI / Visuals; Cloud Computing; Cybersecurity,High Support Priority
S0170,2,5,28.57142857142857,7.142857142857142,83.24,83.24,16.648,6.72,67.19999999999999,10.079999999999998,0,0.0,0.0,0,0.0,0.0,91.93,91.93,9.193000000000001,43.06,Needs Improvement,Python Programming; SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,High Support Priority
S0171,4,3,57.14285714285714,14.285714285714285,70.7,70.7,14.14,6.41,64.1,9.614999999999998,4,100.0,15.0,1,50.0,7.5,90.8,90.8,9.08,69.62,Moderate Readiness,SQL Database; Advanced Excel; Cybersecurity,Technical Specialists
S0172,7,0,100.0,25.0,66.39,66.39,13.278,6.73,67.30000000000001,10.095,3,100.0,15.0,3,100.0,15.0,69.64,69.64,6.964,85.34,High Readiness,,High Support Priority
S0173,6,1,85.71428571428571,21.428571428571427,80.96,80.96,16.192,6.18,61.8,9.27,1,33.33333333333333,4.999999999999999,0,0.0,0.0,63.33,63.33,6.333,58.22,Needs Improvement,Cloud Computing,High Support Priority
S0174,5,2,71.42857142857143,17.857142857142858,81.74,81.74,16.348,7.63,76.3,11.444999999999999,1,33.33333333333333,4.999999999999999,1,50.0,7.5,69.59,69.59,6.9590000000000005,65.11,Moderate Readiness,Cloud Computing; Cybersecurity,Academic Generalists
S0175,6,1,85.71428571428571,21.428571428571427,65.22,65.22,13.044,8.65,86.5,12.975,4,100.0,15.0,4,100.0,15.0,75.98,75.98,7.598000000000001,85.05,High Readiness,Cybersecurity,Comprehensive High Performers
